Name,Price,Description,Category,SKU,Tags,Stock_Status
Toucannon,£77.00,"Within its beak, its internal gas ignites, explosively launching seeds with enough power to pulverize boulders.","Cannon, Pokemon",9306,"Cannon, Keen Eye, toucannon",176 in stock
Yungoos,£159.00,"It wanders around in a never-ending search for food. At dusk, it collapses from exhaustion and falls asleep on the spot.","Loitering, Pokemon",1383,"Loitering, Strong Jaw, yungoos",180 in stock
Gumshoos,£123.00,"It adores having Rattata and Raticate for dinner, but as it’s diurnal, it never encounters them. This Pokémon boasts incredible patience.","Pokemon, Stakeout",3078,"gumshoos, Stakeout, Strong Jaw",125 in stock
Grubbin,£77.00,They often gather near places frequented by electric Pokémon in order to avoid being attacked by bird Pokémon.,"Larva, Pokemon",3728,"grubbin, Larva, Swarm",47 in stock
Charjabug,£76.00,"From the food it digests, it generates electricity, and it stores this energy in its electric sac.","Battery, Pokemon",8497,"Battery, charjabug",21 in stock
Vikavolt,£88.00,It produces electricity via an electrical organ in its abdomen. It overwhelms bird Pokémon with shocking beams of electrical energy.,"Pokemon, Stag Beetle",8322,"Levitate, Stag Beetle, vikavolt",62 in stock
Crabrawler,£181.00,"It punches so much, its pincers often come off from overuse, but they grow back quickly. What little meat they contain is rich and delicious.","Boxing, Pokemon",5483,"Boxing, crabrawler, Hyper Cutter",212 in stock
Crabominable,£65.00,"It just throws punches indiscriminately. In times of desperation, it can lop off its own pincers and fire them like rockets.","Pokemon, Woolly Crab",3027,"crabominable, Hyper Cutter, Woolly Crab",188 in stock
Cutiefly,£118.00,Myriads of Cutiefly flutter above the heads of people who have auras resembling those of flowers.,"Bee Fly, Pokemon",3090,"Bee Fly, cutiefly, Shield Dust",23 in stock
Ribombee,£100.00,Some of Ribombee’s pollen puffs are highly nutritious. They are sometimes sold as supplements.,"Bee Fly, Pokemon",4694,"Bee Fly, ribombee, Shield Dust",233 in stock
Rockruff,£149.00,This Pokémon has lived with people since times long ago. It can sense when its Trainer is in the dumps and will stick close by its Trainer’s side.,"Pokemon, Puppy",9049,"Keen Eye, Puppy, rockruff",296 in stock
Mareanie,£47.00,It’s found crawling on beaches and seafloors. The coral that grows on Corsola’s head is as good as a five-star banquet to this Pokémon.,"Brutal Star, Pokemon",2097,"Brutal Star, Limber, mareanie",99 in stock
Toxapex,£91.00,"Those attacked by Toxapex’s poison will suffer intense pain for three days and three nights. Post-recovery, there will be some aftereffects.","Brutal Star, Pokemon",2160,"Brutal Star, Limber, toxapex",37 in stock
Mudbray,£96.00,"It has a stubborn, individualistic disposition. Eating dirt, making mud, and playing in the mire all form part of its daily routine.","Donkey, Pokemon",9977,"Donkey, mudbray, Own Tempo",117 in stock
Mudsdale,£111.00,"Its heavy, mud-covered kicks are its best means of attack, and it can reduce large trucks to scrap without breaking a sweat.","Draft Horse, Pokemon",6401,"Draft Horse, mudsdale, Own Tempo",136 in stock
Dewpider,£84.00,"When it comes across enemies or potential prey, this Pokémon smashes its water-bubble-covered head into them.","Pokemon, Water Bubble",1034,"dewpider, Water Bubble",23 in stock
Araquanid,£48.00,"Despite what its appearance suggests, it cares for others. If it finds vulnerable, weak Pokémon, it protectively brings them into its water bubble.","Pokemon, Water Bubble",8489,"araquanid, Water Bubble",281 in stock
Fomantis,£104.00,They give off a sweet and refreshing scent. Cutiefly often gather near the tall grass where Fomantis are hiding.,"Pokemon, Sickle Grass",9109,"fomantis, Leaf Guard, Sickle Grass",209 in stock
Lurantis,£159.00,It fires beams from its sickle-shaped petals. These beams are powerful enough to cleave through thick metal plates.,"Bloom Sickle, Pokemon",1903,"Bloom Sickle, Leaf Guard, lurantis",269 in stock
Morelull,£87.00,"As it drowses the day away, it nourishes itself by sucking from tree roots. It wakens at the fall of night, wandering off in search of a new tree.","Illuminating, Pokemon",8895,"Effect Spore, Illuminating, morelull",71 in stock
Shiinotic,£75.00,"It emits flickering spores that cause drowsiness. When its prey succumb to sleep, this Pokémon feeds on them by sucking in their energy.","Illuminating, Pokemon",1758,"Effect Spore, Illuminating, shiinotic",123 in stock
Salandit,£158.00,"Volcanoes or dry, craggy places are its home. It emanates a sweet-smelling poisonous gas that attracts bug Pokémon, then attacks them.","Pokemon, Toxic Lizard",7448,"Corrosion, salandit, Toxic Lizard",54 in stock
Salazzle,£166.00,"Filled with pheromones, its poisonous gas can be diluted to use in the production of luscious perfumes.","Pokemon, Toxic Lizard",4114,"Corrosion, salazzle, Toxic Lizard",142 in stock
Stufful,£70.00,A touch from anyone except a known friend sends it into a surging frenzy. It’s an incredibly dangerous Pokémon.,"Flailing, Pokemon",6729,"Flailing, Klutz, stufful",69 in stock
Bewear,£117.00,This Pokémon has the habit of hugging its companions. Many Trainers have left this world after their spines were squashed by its hug.,"Pokemon, Strong Arm",7159,"bewear, Klutz, Strong Arm",96 in stock
Bounsweet,£193.00,"Although it’s too sugary for human consumption, Bounsweet’s sweat can be watered down into a juice with just the right amount of sweetness.","Fruit, Pokemon",6963,"bounsweet, fruit, Oblivious",76 in stock
Steenee,£27.00,This Pokémon is always bouncing around energetically. Other Pokémon are attracted by its lively appearance and pleasant aroma.,"Fruit, Pokemon",9509,"fruit, Oblivious, steenee",30 in stock
Tsareena,£186.00,"A Pokémon known for the beauty of its well-shaped legs, it sometimes appears as a mascot in advertisements for beauty salons.","Fruit, Pokemon",1097,"fruit, Leaf Guard, tsareena",96 in stock
Comfey,£28.00,"Baths prepared with the flowers from its vine have a relaxing effect, so this Pokémon is a hit with many people.","Pokemon, Posy Picker",1719,"comfey, Flower Veil, Posy Picker",266 in stock
Oranguru,£139.00,"Deep in the jungle, high in the lofty canopy, this Pokémon abides. On rare occasions, it shows up at the beach to match wits with Slowking.","Pokemon, Sage",6539,"Inner Focus, oranguru, Sage",241 in stock
Passimian,£182.00,"They battle with hard berries for weapons. Their techniques are passed from the boss to the group, generation upon generation.","Pokemon, Teamwork",8046,"passimian, Receiver, Teamwork",144 in stock
Wimpod,£137.00,"Its habitat varies from beaches to seabeds. A natural scavenger, it will gleefully chow down on anything edible, no matter how rotten.","Pokemon, Turn Tail",2207,"Turn Tail, Wimp Out, wimpod",87 in stock
Golisopod,£32.00,"It battles skillfully with its six arms, but spends most of its time peacefully meditating in caves deep beneath the sea.","Hard Scale, Pokemon",6420,"Emergency Exit, golisopod, Hard Scale",10 in stock
Sandygast,£131.00,It takes control of anyone who puts a hand in its mouth. And so it adds to the accumulation of its sand-mound body.,"Pokemon, Sand Heap",7020,"Sand Heap, sandygast, Water Compaction",276 in stock
Palossand,£187.00,Buried beneath the castle are masses of dried-up bones from those whose vitality it has drained.,"Pokemon, Sand Castle",8991,"palossand, Sand Castle, Water Compaction",19 in stock
Pyukumuku,£97.00,These Pokémon line the beaches. The sticky mucous that covers their bodies can be used to soothe sunburned skin. How convenient!,"Pokemon, Sea Cucumber",3988,"Innards Out, pyukumuku, Sea Cucumber",191 in stock
Silvally,£133.00,"Although its name was Type: Null at first, the boy who evolved it into this form gave it the name by which it is now known.","Pokemon, Synthetic",5805,"RKS System, silvally, Synthetic",64 in stock
Komala,£65.00,The log it holds was given to it by its parents at birth. It has also been known to cling to the arm of a friendly Trainer.,"Drowsing, Pokemon",4350,"Comatose, Drowsing, komala",231 in stock
Turtonator,£117.00,It gushes fire and poisonous gases from its nostrils. Its dung is an explosive substance and can be put to various uses.,"Blast Turtle, Pokemon",4932,"Blast Turtle, Shell Armor, turtonator",16 in stock
Togedemaru,£45.00,The long hairs on its back act as lightning rods. The bolts of lightning it attracts are stored as energy in its electric sac.,"Pokemon, Roly-Poly",9583,"Lightning Rod, Roly-Poly, togedemaru",78 in stock
Drampa,£133.00,This Pokémon is friendly to people and loves children most of all. It comes from deep in the mountains to play with children it likes in town.,"Placid, Pokemon",7808,"drampa, placid, Sap Sipper",245 in stock
Jangmo-o,£107.00,They live in mountains where no trace of humans can be detected. Jangmo-o grow little by little as they battle one another.,"Pokemon, Scaly",9665,"jangmo-o, Scaly, Soundproof",140 in stock
Hakamo-o,£57.00,It sheds and regrows its scales on a continuous basis. The scales become harder and sharper each time they’re regrown.,"Pokemon, Scaly",9648,"hakamo-o, Scaly, Soundproof",288 in stock
Kommo-o,£170.00,"Its rigid scales function as offense and defense. In the past, its scales were processed and used to make weapons and other commodities.","Pokemon, Scaly",3513,"kommo-o, Scaly, Soundproof",121 in stock
Tapu-koko,£159.00,It confuses its enemies by flying too quickly for the eye to follow. It has a hair-trigger temper but forgets what made it angry an instant later.,"Land Spirit, Pokemon",9744,"Electric Surge, Land Spirit, tapu-koko",215 in stock
Tapu-lele,£62.00,"As it flutters about, it scatters its strangely glowing scales. Touching them is said to restore good health on the spot.","Land Spirit, Pokemon",3073,"Land Spirit, Psychic Surge, tapu-lele",71 in stock
Tapu-bulu,£165.00,The guardian deity of Ula’ula is a lazy Pokémon. It commands plants to immobilize its foes and then deals them a savage blow with its horns.,"Land Spirit, Pokemon",2204,"Grassy Surge, Land Spirit, tapu-bulu",175 in stock
Tapu-fini,£123.00,"The guardian deity of Poni, it can control water. People say it can create pure water that will wash away any uncleanness.","Land Spirit, Pokemon",5525,"Land Spirit, Misty Surge, tapu-fini",206 in stock
Solgaleo,£125.00,"This Pokémon is said to be a male evolution of Cosmog. At the activation of its third eye, it departs for another world.","Pokemon, Sunne",4928,"Full Metal Body, solgaleo, Sunne",260 in stock
Lunala,£58.00,"Said to live in another world, this Pokémon devours light, drawing the moonless dark veil of night over the brightness of day.","Moone, Pokemon",3888,"lunala, Moone, Shadow Shield",195 in stock
Nihilego,£67.00,"One of the Ultra Beasts. It’s unclear whether or not this Pokémon is sentient, but sometimes it can be observed behaving like a young girl.","Parasite, Pokemon",6763,"Beast Boost, nihilego, Parasite",180 in stock
Buzzwole,£172.00,A mysterious life-form called an Ultra Beast. Witnesses saw it pulverize a dump truck with a single punch.,"Pokemon, Swollen",5256,"Beast Boost, buzzwole, Swollen",43 in stock
Pheromosa,£62.00,"One of the Ultra Beasts. It refuses to touch anything, perhaps because it senses some uncleanness in this world.","Lissome, Pokemon",4102,"Beast Boost, Lissome, pheromosa",254 in stock
Xurkitree,£174.00,"It appeared from the Ultra Wormhole. It raided a power plant, so people think it energizes itself with electricity.","Glowing, Pokemon",3791,"Beast Boost, Glowing, xurkitree",120 in stock
Celesteela,£151.00,One kind of Ultra Beast. Witnesses have seen it burn down a forest by expelling gas from its two arms.,"Launch, Pokemon",9458,"Beast Boost, celesteela, Launch",58 in stock
Kartana,£197.00,"One of the Ultra Beast life-forms, it was observed cutting down a gigantic steel tower with one stroke of its blade.","Drawn Sword, Pokemon",8035,"Beast Boost, Drawn Sword, kartana",77 in stock
Guzzlord,£73.00,"A dangerous Ultra Beast, it appears to be eating constantly, but for some reason its droppings have never been found.","Junkivore, Pokemon",3767,"Beast Boost, guzzlord, Junkivore",54 in stock
Necrozma,£68.00,Light is apparently the source of its energy. It has an extraordinarily vicious disposition and is constantly firing off laser beams.,"Pokemon, Prism",6307,"necrozma, Prism, Prism Armor",141 in stock
Marshadow,£107.00,"It sinks into the shadows of people and Pokémon, where it can understand their feelings and copy their capabilities.","Gloomdweller, Pokemon",1160,"Gloomdweller, marshadow, Technician",250 in stock
Poipole,£130.00,"An Ultra Beast that lives in a different world, it cackles wildly as it sprays its opponents with poison from the needles on its head.","Poison Pin, Pokemon",1771,"Beast Boost, poipole, Poison Pin",21 in stock
Naganadel,£30.00,"One kind of Ultra Beast, it fires a glowing, venomous liquid from its needles. This liquid is also immensely adhesive.","Poison Pin, Pokemon",9798,"Beast Boost, naganadel, Poison Pin",255 in stock
Stakataka,£190.00,"When stone walls started moving and attacking, the brute’s true identity was this mysterious life-form, which brings to mind an Ultra Beast.","Pokemon, Rampart",1947,"Beast Boost, Rampart, stakataka",210 in stock
Blacephalon,£149.00,"A UB that appeared from an Ultra Wormhole, it causes explosions, then takes advantage of opponents’ surprise to rob them of their vitality.","Fireworks, Pokemon",8843,"Beast Boost, blacephalon, Fireworks",205 in stock
